Ville,Année,Mois,Ventes,Volume,PrixMedian,Stock
Longview-Marshall,2004,11,150,14415000,87000,1154
Longview-Marshall,2004,12,191,21795000,95600,940
Longview-Marshall,2005,1,161,18610000,88100,1130
Longview-Marshall,2005,2,163,16805000,88800,1148
Longview-Marshall,2005,3,173,19200000,99600,1152
Longview-Marshall,2005,4,226,24315000,96200,1170
Longview-Marshall,2005,5,218,26390000,101600,1175
Longview-Marshall,2005,6,255,32645000,100400,1180
Longview-Marshall,2005,7,229,28890000,109300,1180
Longview-Marshall,2005,8,292,34350000,101700,1180
Longview-Marshall,2005,9,191,22650000,101500,1180
Longview-Marshall,2005,10,220,26560000,104700,1175
Longview-Marshall,2005,11,183,24005000,110000,1170
Longview-Marshall,2005,12,185,21630000,96500,1170
Longview-Marshall,2006,1,139,14625000,91200,1120
Longview-Marshall,2006,2,197,22775000,101200,1069
Longview-Marshall,2006,3,250,32330000,111500,1073
Longview-Marshall,2006,4,220,29515000,117100,1113
Longview-Marshall,2006,5,258,32830000,108000,1141
Longview-Marshall,2006,6,266,33660000,108100,1016
Longview-Marshall,2006,7,245,34075000,125400,1199
Longview-Marshall,2006,8,257,37295000,127600,1010
Longview-Marshall,2006,9,225,30210000,117500,1181
Longview-Marshall,2006,10,245,28940000,101100,1158
Longview-Marshall,2006,11,190,24980000,111200,1086
Longview-Marshall,2006,12,204,24160000,109500,1091
Longview-Marshall,2007,1,143,17710000,111200,1128
Longview-Marshall,2007,2,204,25200000,110400,1023
Longview-Marshall,2007,3,223,31340000,123600,1220
Longview-Marshall,2007,4,265,41980000,135600,1223
Longview-Marshall,2007,5,265,37495000,126100,1300
Longview-Marshall,2007,6,260,38395000,126500,1312
Longview-Marshall,2007,7,251,36715000,130500,1320
Longview-Marshall,2007,8,267,38115000,119700,1194
Longview-Marshall,2007,9,160,21850000,122400,1370
Longview-Marshall,2007,10,204,26850000,120000,1320
Longview-Marshall,2007,11,196,26115000,125000,1306
Longview-Marshall,2007,12,151,19850000,120600,1238
Longview-Marshall,2008,1,145,20260000,115300,1352
Longview-Marshall,2008,2,169,21890000,114600,1325
Longview-Marshall,2008,3,187,25675000,128300,1418
Longview-Marshall,2008,4,196,28385000,125700,1439
Longview-Marshall,2008,5,219,30765000,126100,1517
Longview-Marshall,2008,6,242,36420000,136000,1544
Longview-Marshall,2008,7,226,32580000,124800,1364
Longview-Marshall,2008,8,216,30430000,123800,1491
Longview-Marshall,2008,9,217,30585000,133100,1271
Longview-Marshall,2008,10,187,26220000,118800,1216
Longview-Marshall,2008,11,134,18580000,121200,1288
Longview-Marshall,2008,12,159,22000000,115900,1236
Longview-Marshall,2009,1,91,12255000,107800,1296
Longview-Marshall,2009,2,132,18075000,118800,1327
Longview-Marshall,2009,3,169,22700000,119400,1348
Longview-Marshall,2009,4,133,19190000,128300,1415
Longview-Marshall,2009,5,186,27160000,132600,1461
Longview-Marshall,2009,6,196,28555000,129100,1474
Longview-Marshall,2009,7,228,31915000,127000,1514
Longview-Marshall,2009,8,174,24685000,130000,1529
Longview-Marshall,2009,9,187,26260000,127200,1479
Longview-Marshall,2009,10,176,22610000,121500,1452
Longview-Marshall,2009,11,202,27130000,120700,1409
Longview-Marshall,2009,12,157,19985000,116500,1361
Longview-Marshall,2010,1,111,14715000,116200,1472
Longview-Marshall,2010,2,116,17599147,120000,1507
Longview-Marshall,2010,3,208,26017297,124200,1622
Longview-Marshall,2010,4,218,22400739,120000,1636
Longview-Marshall,2010,5,221,33817350,131800,1708
Longview-Marshall,2010,6,217,32613928,132700,1707
Longview-Marshall,2010,7,161,24367750,139400,1672
Longview-Marshall,2010,8,213,31101732,128400,1653
Longview-Marshall,2010,9,173,23016386,128600,1648
Longview-Marshall,2010,10,159,23335704,127600,1577
Longview-Marshall,2010,11,142,19831178,122900,1577
Longview-Marshall,2010,12,140,18668950,125300,1529
Longview-Marshall,2011,1,108,19579215,114300,1569
Longview-Marshall,2011,2,113,15417450,124300,1621
Longview-Marshall,2011,3,170,25196242,140000,1663
Longview-Marshall,2011,4,183,27077018,129400,1724
Longview-Marshall,2011,5,170,27195115,129600,1775
Longview-Marshall,2011,6,186,27010895,132700,1802
Longview-Marshall,2011,7,NA,NA,NA,NA
Longview-Marshall,2011,8,224,30826013,126000,1648
Longview-Marshall,2011,9,197,56030424,126600,1648
Longview-Marshall,2011,10,164,24958738,143000,1640
Longview-Marshall,2011,11,129,19232592,139500,1596
Longview-Marshall,2011,12,160,25336012,148000,1545
Longview-Marshall,2012,1,100,13769005,124000,1555
Longview-Marshall,2012,2,137,18563510,123000,1590
Longview-Marshall,2012,3,186,27303859,137500,1585
Longview-Marshall,2012,4,202,31139840,143100,1627
Longview-Marshall,2012,5,189,32348879,147900,1630
Longview-Marshall,2012,6,222,35220040,140700,1747
Longview-Marshall,2012,7,202,31827437,147400,1717
Longview-Marshall,2012,8,223,30900788,128300,1718
Longview-Marshall,2012,9,223,23362440,128300,1743
Longview-Marshall,2012,10,154,22657410,134100,1678
Longview-Marshall,2012,11,146,21930028,132500,1644
Longview-Marshall,2012,12,134,20396687,131700,1600
Longview-Marshall,2013,1,149,20259114,114500,1620
Longview-Marshall,2013,2,131,19424973,135000,1615
Longview-Marshall,2013,3,203,29953982,139400,1655
Longview-Marshall,2013,4,210,33968684,149200,1745
Longview-Marshall,2013,5,194,32118039,144100,1826
Longview-Marshall,2013,6,209,43348451,147100,1871
Longview-Marshall,2013,7,213,35821193,152100,1914
Longview-Marshall,2013,8,221,34595468,145000,1819
Longview-Marshall,2013,9,191,28801523,141400,1794
Longview-Marshall,2013,10,164,25526699,133300,1786
Longview-Marshall,2013,11,138,20128761,135600,1755
Longview-Marshall,2013,12,177,27567332,138200,1721
Longview-Marshall,2014,1,125,18912060,133100,1755
Longview-Marshall,2014,2,160,25276026,138900,1771
Longview-Marshall,2014,3,206,30903221,135000,1883
Longview-Marshall,2014,4,168,28235345,141700,1883
Longview-Marshall,2014,5,219,36949263,151400,1931
Longview-Marshall,2014,6,223,33493788,134200,1976
Longview-Marshall,2014,7,231,31692129,135800,1996
Longview-Marshall,2014,8,215,33853202,138000,1973
Longview-Marshall,2014,9,199,32131582,146200,1912
Longview-Marshall,2014,10,188,30594328,133000,1837
Longview-Marshall,2014,11,167,26901273,140400,1718
Longview-Marshall,2014,12,209,34081634,149600,1694
Longview-Marshall,2015,1,134,18224348,131400,1766
Longview-Marshall,2015,2,144,21730801,140000,1746
Longview-Marshall,2015,3,216,33363322,154100,1807
Longview-Marshall,2015,4,199,31221756,133900,1861
Longview-Marshall,2015,5,219,38018104,152100,1861
Longview-Marshall,2015,6,254,43893511,149400,1889
Longview-Marshall,2015,7,291,48382117,146100,1879
Lubbock,2000,1,110,11615000,86000,723
Lubbock,2000,2,182,19475000,82900,767
Lubbock,2000,3,213,20790000,78200,764
Lubbock,2000,4,213,21060000,81800,761
Lubbock,2000,5,240,22550000,82100,778
Lubbock,2000,6,256,27920000,84200,754
Lubbock,2000,7,223,23900000,83400,798
Lubbock,2000,8,243,24590000,82300,774
Lubbock,2000,9,185,19315000,81600,801
Lubbock,2000,10,148,15340000,87800,787
Lubbock,2000,11,137,12295339,73600,763
Lubbock,2000,12,157,15420000,76600,717
Lubbock,2001,1,156,14670000,81700,767
Lubbock,2001,2,166,16475000,77400,782
Lubbock,2001,3,260,26265000,86200,810
Lubbock,2001,4,200,19365000,82700,822
Lubbock,2001,5,253,26790000,84300,833
Lubbock,2001,6,274,28600000,80600,862
Lubbock,2001,7,280,30435000,86300,836
Lubbock,2001,8,260,26945000,83600,860
Lubbock,2001,9,188,18945000,81100,850
Lubbock,2001,10,210,21585000,88500,832
Lubbock,2001,11,169,18220000,86900,769
Lubbock,2001,12,215,22300000,86500,711
Lubbock,2002,1,154,15760000,81300,753
Lubbock,2002,2,218,21065000,80000,700
Lubbock,2002,3,238,24215000,80500,681
Lubbock,2002,4,252,26790000,88500,643
Lubbock,2002,5,330,35645000,88400,598
Lubbock,2002,6,263,30800000,91600,639
Lubbock,2002,7,271,30305000,89500,655
Lubbock,2002,8,297,34355000,92200,687
Lubbock,2002,9,219,25090000,92400,718
Lubbock,2002,10,221,24685000,88900,750
Lubbock,2002,11,186,20615000,85700,753
Lubbock,2002,12,244,30370000,92100,697
Lubbock,2003,1,172,20375000,88700,727
Lubbock,2003,2,186,20930000,87200,723
Lubbock,2003,3,216,23980000,92600,711
Lubbock,2003,4,291,33395000,92800,733
Lubbock,2003,5,301,34460000,88900,757
Lubbock,2003,6,267,31450000,94500,798
Lubbock,2003,7,301,35355000,99300,853
Lubbock,2003,8,362,42510000,98700,921
Lubbock,2003,9,247,34085000,105700,990
Lubbock,2003,10,241,28430000,91500,1027
Lubbock,2003,11,193,23695000,100500,1030
Lubbock,2003,12,238,28310000,96100,966
Lubbock,2004,1,146,16215000,89200,1012
Lubbock,2004,2,170,20650000,94400,1033
Lubbock,2004,3,229,26830000,94500,1040
Lubbock,2004,4,247,28940000,92800,1054
Lubbock,2004,5,330,39250000,93900,1065
Lubbock,2004,6,339,41645000,98800,1104
Lubbock,2004,7,358,42755000,100400,1162
Lubbock,2004,8,300,36730000,95800,1218
Lubbock,2004,9,183,21140000,96600,1246
Lubbock,2004,10,183,25285000,101700,1259
Lubbock,2004,11,191,24400000,101300,1226
Lubbock,2004,12,222,27165000,100600,1176
Lubbock,2005,1,154,16835000,86500,1241
Lubbock,2005,2,192,22210000,95000,1255
Lubbock,2005,3,260,30585000,96700,1254
Lubbock,2005,4,300,37660000,98600,1243
Lubbock,2005,5,318,38195000,99500,1308
Lubbock,2005,6,338,42710000,105000,1309
Lubbock,2005,7,371,45990000,99900,1421
Lubbock,2005,8,349,40000000,93300,1459
Lubbock,2005,9,261,32475000,98300,1448
Lubbock,2005,10,262,33195000,101900,1435
Lubbock,2005,11,224,30975000,112600,1392
Lubbock,2005,12,214,25875000,98600,1441
Lubbock,2006,1,180,20580000,85400,1360
Lubbock,2006,2,227,29760000,107000,1382
Lubbock,2006,3,277,33470000,94200,1446
Lubbock,2006,4,289,34610000,99000,1461
Lubbock,2006,5,335,41035000,97100,1483
Lubbock,2006,6,349,42415000,100200,1504
Lubbock,2006,7,393,51165000,108500,1548
Lubbock,2006,8,341,45705000,107400,1555
Lubbock,2006,9,234,30460000,101900,1624
Lubbock,2006,10,238,28600000,98500,1582
Lubbock,2006,11,244,32095000,104800,1608
Lubbock,2006,12,228,29760000,103800,1566
Lubbock,2007,1,193,23880000,101000,1633
Lubbock,2007,2,237,30730000,103600,1661
Lubbock,2007,3,327,43695000,102400,1636
Lubbock,2007,4,285,33760000,100300,1681
Lubbock,2007,5,380,46560000,101800,1732
Lubbock,2007,6,373,48930000,107200,1833
Lubbock,2007,7,385,52710000,111900,1907
Lubbock,2007,8,353,46235000,104900,1894
Lubbock,2007,9,214,26225000,97900,1873
Lubbock,2007,10,252,34970000,109400,1813
Lubbock,2007,11,258,32910000,100000,1700
Lubbock,2007,12,228,29050000,101200,1558
Lubbock,2008,1,170,22580000,107700,1565
Lubbock,2008,2,222,28240000,101300,1534
Lubbock,2008,3,299,38500000,104100,1539
Lubbock,2008,4,322,43295000,108400,1540
Lubbock,2008,5,378,53910000,113100,1586
Lubbock,2008,6,376,49610000,107100,1621
Lubbock,2008,7,345,45255000,110000,1619
Lubbock,2008,8,342,48660000,116800,1544
Lubbock,2008,9,247,33360000,113200,1495
Lubbock,2008,10,192,27895000,116400,1529
Lubbock,2008,11,151,20120000,103600,1503
Lubbock,2008,12,201,28115000,116700,1436
Lubbock,2009,1,134,17705000,108200,1452
Lubbock,2009,2,199,25575000,112600,1510
Lubbock,2009,3,258,34270000,108600,1516
Lubbock,2009,4,289,39285000,115200,1459
Lubbock,2009,5,358,45605000,111400,1402
Lubbock,2009,6,385,53585000,115200,1371
Lubbock,2009,7,348,43620000,110300,1411
Lubbock,2009,8,289,39445000,115100,1434
Lubbock,2009,9,248,31955000,111000,1391
Lubbock,2009,10,250,34100001,114900,1355
Lubbock,2009,11,257,34035905,107000,1362
Lubbock,2009,12,174,26220386,116200,1298
Lubbock,2010,1,139,17914313,108100,1416
Lubbock,2010,2,156,20722575,110700,1458
Lubbock,2010,3,316,42391908,109800,1535
Lubbock,2010,4,321,44003147,114800,1501
Lubbock,2010,5,351,47968867,114900,1583
Lubbock,2010,6,323,44239700,116300,1709
Lubbock,2010,7,225,31597764,113600,1781
Lubbock,2010,8,251,34297122,111700,1847
Lubbock,2010,9,189,29681315,126200,1805
Lubbock,2010,10,185,25702976,114100,1770
Lubbock,2010,11,169,23804225,118500,1696
Lubbock,2010,12,220,30982194,112900,1597
Lubbock,2011,1,135,18354714,110000,1662
Lubbock,2011,2,142,20187712,102500,1618
Lubbock,2011,3,210,30208084,116100,1726
Lubbock,2011,4,233,32230242,106400,1768
Lubbock,2011,5,279,41796627,114900,1755
Lubbock,2011,6,326,47549602,120500,1776
Lubbock,2011,7,311,45299546,119000,1762
Lubbock,2011,8,264,43046584,125300,1765
Lubbock,2011,9,263,36880176,120300,1720
Lubbock,2011,10,208,29121723,114500,1726
Lubbock,2011,11,178,25517273,123500,1655
Lubbock,2011,12,224,32436160,118600,1531
Lubbock,2012,1,148,19423669,112200,1588
Lubbock,2012,2,201,29288490,115900,1565
Lubbock,2012,3,268,38008497,120900,1562
Lubbock,2012,4,280,39482775,113500,1621
Lubbock,2012,5,353,52146396,121200,1626
Lubbock,2012,6,365,57557518,125800,1670
Lubbock,2012,7,307,45342778,121800,1637
Lubbock,2012,8,361,53633940,119600,1662
Lubbock,2012,9,256,38566793,122600,1590
Lubbock,2012,10,261,39607330,123900,1468
Lubbock,2012,11,256,38797374,123300,1400
Lubbock,2012,12,275,41940836,124600,1237
Lubbock,2013,1,217,32328477,119500,1231
Lubbock,2013,2,250,41288203,124200,1206
Lubbock,2013,3,366,53039333,124000,1113
Lubbock,2013,4,354,52351004,120000,1115
Lubbock,2013,5,427,65309195,128900,1150
Lubbock,2013,6,407,64754014,125700,1109
Lubbock,2013,7,468,72213666,128600,1193
Lubbock,2013,8,368,59334674,130700,1224
Lubbock,2013,9,314,51199812,132300,1242
Lubbock,2013,10,287,45278594,130000,1265
Lubbock,2013,11,254,37509911,125300,1240
Lubbock,2013,12,NA,NA,NA,NA
Lubbock,2014,1,221,33705478,124300,774
Lubbock,2014,2,217,33139748,127600,1043
Lubbock,2014,3,260,43066279,133900,1105
Lubbock,2014,4,352,57937483,133500,1014
Lubbock,2014,5,361,58397155,133400,1020
Lubbock,2014,6,436,74286810,141900,1015
Lubbock,2014,7,391,65793023,137300,1120
Lubbock,2014,8,376,60154521,143300,1042
Lubbock,2014,9,286,47888622,140000,959
Lubbock,2014,10,312,50480764,136800,1096
Lubbock,2014,11,256,42076889,132000,1121
Lubbock,2014,12,281,44863266,133600,1039
Lubbock,2015,1,202,32389876,132400,979
Lubbock,2015,2,228,38055770,130600,1046
Lubbock,2015,3,372,59268168,139100,1011
Lubbock,2015,4,360,59454618,137000,979
Lubbock,2015,5,422,72716209,140500,1010
Lubbock,2015,6,425,72529370,141400,1047
Lubbock,2015,7,439,73236112,141400,1160
Lufkin,2000,1,28,2280000,68000,NA
Lufkin,2000,2,35,3030000,75000,343
Lufkin,2000,3,44,3700000,75000,NA
Lufkin,2000,4,47,4145000,67500,NA
Lufkin,2000,5,44,4135000,75000,352
Lufkin,2000,6,55,4695000,75000,354
Lufkin,2000,7,36,3200000,86700,362
Lufkin,2000,8,34,2815000,66700,362
Lufkin,2000,9,65,5420000,67900,350
Lufkin,2000,10,51,4945000,86400,NA
Lufkin,2000,11,34,4025000,105000,341
Lufkin,2000,12,33,3105000,82500,349
Lufkin,2001,1,20,2175000,80000,349
Lufkin,2001,2,30,3405000,87500,404
Lufkin,2001,3,50,4965000,85000,397
Lufkin,2001,4,34,3565000,86700,428
Lufkin,2001,5,59,5245000,85000,448
Lufkin,2001,6,63,6840000,87000,429
Lufkin,2001,7,49,5645000,86400,NA
Lufkin,2001,8,43,3710000,75800,417
Lufkin,2001,9,39,4165000,81700,425
Lufkin,2001,10,49,5355000,77500,NA
Lufkin,2001,11,36,3135000,73300,NA
Lufkin,2001,12,46,4765000,90000,NA
Lufkin,2002,1,46,4220000,74000,NA
Lufkin,2002,2,39,3315000,69200,NA
Lufkin,2002,3,64,6410000,77000,NA
Lufkin,2002,4,51,4610000,85800,NA
Lufkin,2002,5,67,6660000,83000,NA
Lufkin,2002,6,57,5840000,86900,NA
Lufkin,2002,7,71,7085000,81200,370
Lufkin,2002,8,69,7135000,79600,NA
Lufkin,2002,9,47,4600000,81200,NA
Lufkin,2002,10,65,5695000,75000,NA
Lufkin,2002,11,50,5525000,85000,NA
Lufkin,2002,12,70,6620000,81200,NA
Lufkin,2003,1,45,4700000,75600,NA
Lufkin,2003,2,36,3695000,80000,NA
Lufkin,2003,3,46,3885000,75000,671
Lufkin,2003,4,74,7040000,75600,NA
Lufkin,2003,5,61,6325000,81000,NA
Lufkin,2003,6,50,5320000,80000,NA
Lufkin,2003,7,60,5655000,85000,711
Lufkin,2003,8,61,5795000,79200,NA
Lufkin,2003,9,45,4020000,81000,NA
Lufkin,2003,10,74,7785000,90000,NA
Lufkin,2003,11,48,4530000,80000,NA
Lufkin,2003,12,49,4500000,81000,780
Lufkin,2004,1,39,3775000,81700,764
Lufkin,2004,2,52,4995000,86700,795
Lufkin,2004,3,60,6210000,91200,786
Lufkin,2004,4,64,7565000,93300,NA
Lufkin,2004,5,72,8050000,94000,NA
Lufkin,2004,6,45,6115000,113800,NA
Lufkin,2004,7,57,5735000,78300,828
Lufkin,2004,8,81,7775000,76400,NA
Lufkin,2004,9,59,7040000,96400,NA
Lufkin,2004,10,56,5400000,88900,NA
Lufkin,2004,11,76,7635000,86000,NA
Lufkin,2004,12,62,5900000,80000,NA
Lufkin,2005,1,40,5450000,106700,720
Lufkin,2005,2,44,5065000,87000,NA
Lufkin,2005,3,72,7770000,80000,NA
Lufkin,2005,4,63,5995000,90800,NA
Lufkin,2005,5,84,8515000,90000,NA
Lufkin,2005,6,85,11790000,107100,NA
Lufkin,2005,7,80,8560000,95800,NA
Lufkin,2005,8,90,10565000,102200,NA
Lufkin,2005,9,62,7290000,100000,NA
Lufkin,2005,10,67,7225000,87000,NA
Lufkin,2005,11,47,6150000,83800,NA
Lufkin,2005,12,63,8010000,88300,NA
Lufkin,2006,1,54,5220000,93300,NA
Lufkin,2006,2,58,7570000,90000,NA
Lufkin,2006,3,82,7335000,65000,NA
Lufkin,2006,4,66,8555000,108600,NA
Lufkin,2006,5,87,10840000,102000,NA
Lufkin,2006,6,75,10180000,123800,NA
Lufkin,2006,7,72,9490000,115000,NA
Lufkin,2006,8,101,13865000,123300,NA
Lufkin,2006,9,61,7765000,101700,NA
Lufkin,2006,10,78,9030000,77800,NA
Lufkin,2006,11,49,5720000,89200,NA
Lufkin,2006,12,51,7790000,115000,NA
Lufkin,2007,1,59,7445000,121100,NA
Lufkin,2007,2,47,5670000,102500,NA
Lufkin,2007,3,54,5650000,92500,NA
Lufkin,2007,4,65,7500000,105000,NA
Lufkin,2007,5,76,8975000,120000,NA
Lufkin,2007,6,86,10335000,95700,NA
Lufkin,2007,7,71,9635000,87900,NA
Lufkin,2007,8,68,8735000,102900,NA
Lufkin,2007,9,54,7685000,116000,NA
Lufkin,2007,10,73,9015000,98800,NA
Lufkin,2007,11,63,7720000,108800,NA
Lufkin,2007,12,38,3945000,82500,NA
Lufkin,2008,1,54,6585000,103300,NA
Lufkin,2008,2,58,8305000,100000,NA
Lufkin,2008,3,51,5575000,87000,NA
Lufkin,2008,4,52,6885000,120000,NA
Lufkin,2008,5,82,10905000,100000,NA
Lufkin,2008,6,70,8965000,120000,NA
Lufkin,2008,7,48,6095000,116000,NA
Lufkin,2008,8,60,8180000,114300,NA
Lufkin,2008,9,37,4530000,112500,NA
Lufkin,2008,10,44,5140000,96000,NA
Lufkin,2008,11,21,2795000,127500,NA
Lufkin,2008,12,51,6920000,115000,NA
Lufkin,2009,1,28,3220000,100000,NA
Lufkin,2009,2,34,4980000,116700,NA
Lufkin,2009,3,55,7605000,117500,NA
Lufkin,2009,4,44,6350000,136000,NA
Lufkin,2009,5,62,8135000,117100,NA
Lufkin,2009,6,55,6300000,110000,NA
Lufkin,2009,7,54,7485000,130000,NA
Lufkin,2009,8,48,6255000,95000,NA
Lufkin,2009,9,46,5520000,120000,NA
Lufkin,2009,10,50,7141295,104000,NA
Lufkin,2009,11,43,7351935,113800,NA
Lufkin,2009,12,46,6120100,120000,NA
Lufkin,2010,1,30,3523700,92000,NA
Lufkin,2010,2,27,3392700,103300,NA
Lufkin,2010,3,54,8384750,130000,NA
Lufkin,2010,4,49,5980400,107800,NA
Lufkin,2010,5,53,7028800,121000,387
Lufkin,2010,6,56,7630850,120000,398
Lufkin,2010,7,42,6904075,140000,421
Lufkin,2010,8,42,6218630,126700,420
Lufkin,2010,9,36,4700950,124000,409
Lufkin,2010,10,37,4387325,105000,387
Lufkin,2010,11,41,7184710,143300,395
Lufkin,2010,12,43,4734140,82500,384
Lufkin,2011,1,25,2652350,83800,396
Lufkin,2011,2,29,3459500,110000,392
Lufkin,2011,3,43,5656700,125000,392
Lufkin,2011,4,39,5505840,123300,417
Lufkin,2011,5,53,6136791,102000,420
Lufkin,2011,6,59,7256255,97500,428
Lufkin,2011,7,46,6467772,120000,413
Lufkin,2011,8,59,7586567,110000,399
Lufkin,2011,9,60,7603400,108900,409
Lufkin,2011,10,37,4628850,91700,400
Lufkin,2011,11,27,3381900,89000,399
Lufkin,2011,12,29,3667400,112500,374
Lufkin,2012,1,30,4078800,124000,386
Lufkin,2012,2,32,4138205,100000,415
Lufkin,2012,3,54,7664455,106700,415
Lufkin,2012,4,43,5723176,118300,418
Lufkin,2012,5,51,7421650,136200,418
Lufkin,2012,6,58,8227930,120000,434
Lufkin,2012,7,47,5726800,123000,448
Lufkin,2012,8,55,8309429,148300,442
Lufkin,2012,9,57,7531450,127500,449
Lufkin,2012,10,36,4955499,124000,417
Lufkin,2012,11,33,4479779,136700,414
Lufkin,2012,12,43,5723090,125000,407
Lufkin,2013,1,35,4758595,111700,401
Lufkin,2013,2,35,4386900,110000,417
Lufkin,2013,3,45,7100065,145000,416
Lufkin,2013,4,73,11580743,141200,404
Lufkin,2013,5,58,8684877,120000,416
Lufkin,2013,6,51,6034085,113800,439
Lufkin,2013,7,58,9586284,140000,435
Lufkin,2013,8,45,6524199,118000,453
Lufkin,2013,9,47,5829950,110000,439
Lufkin,2013,10,42,6279000,133300,450
Lufkin,2013,11,37,4940075,116700,443
Lufkin,2013,12,52,8747800,126700,413
Lufkin,2014,1,36,4650062,120000,422
Lufkin,2014,2,34,4293900,90000,441
Lufkin,2014,3,48,7083550,126700,453
Lufkin,2014,4,62,9628726,130000,99
Lufkin,2014,5,57,7450710,118000,491
Lufkin,2014,6,64,10458222,152500,491
Lufkin,2014,7,55,8853774,135700,489
Lufkin,2014,8,55,8897550,150000,489
Lufkin,2014,9,64,8832160,134500,483
Lufkin,2014,10,60,9318700,145700,454
Lufkin,2014,11,51,7142800,125000,453
Lufkin,2014,12,51,9810300,161400,410
Lufkin,2015,1,37,6865950,134000,404
Lufkin,2015,2,43,5157977,110000,387
Lufkin,2015,3,52,8001585,134300,400
Lufkin,2015,4,61,10364386,155000,413
Lufkin,2015,5,50,7211936,140000,408
Lufkin,2015,6,70,12051050,160000,408
Lufkin,2015,7,75,13514366,145000,407
McAllen,2000,1,67,5590000,69400,1303
McAllen,2000,2,100,8925000,73200,1295
McAllen,2000,3,NA,NA,NA,NA
McAllen,2000,4,64,6860000,80000,1267
McAllen,2000,5,129,12335000,78100,1288
McAllen,2000,6,120,12570000,82000,186
McAllen,2000,7,103,10660000,85800,1333
McAllen,2000,8,120,10855000,77700,542
McAllen,2000,9,102,10710000,85000,528
McAllen,2000,10,106,10900000,84400,2413
McAllen,2000,11,92,9520000,84600,2437
McAllen,2000,12,NA,NA,NA,NA
McAllen,2001,1,86,8265000,78000,NA
McAllen,2001,2,107,11070000,72800,NA
McAllen,2001,3,122,11665000,82600,NA
McAllen,2001,4,132,12315000,83000,NA
McAllen,2001,5,122,13070000,89200,NA
McAllen,2001,6,132,15020000,90000,NA
McAllen,2001,7,149,15615000,88900,NA
McAllen,2001,8,153,15835000,89300,NA
McAllen,2001,9,118,14430000,88600,NA
McAllen,2001,10,126,12700000,82800,NA
McAllen,2001,11,144,13620000,82500,NA
McAllen,2001,12,121,10725000,74600,NA
McAllen,2002,1,105,10940000,84600,NA
McAllen,2002,2,118,10990000,85000,NA
McAllen,2002,3,117,12755000,89000,NA
McAllen,2002,4,124,14285000,88000,NA
McAllen,2002,5,139,14760000,87800,NA
McAllen,2002,6,160,18520000,88100,NA
McAllen,2002,7,119,13635000,92500,NA
McAllen,2002,8,185,19720000,89300,1263
McAllen,2002,9,126,13370000,87900,1300
McAllen,2002,10,138,16070000,88500,NA
McAllen,2002,11,129,13280000,81700,NA
McAllen,2002,12,155,16195000,90000,1267
McAllen,2003,1,113,11965000,86800,1354
McAllen,2003,2,111,10855000,88100,NA
McAllen,2003,3,132,13210000,85000,NA
McAllen,2003,4,138,14650000,86800,1326
McAllen,2003,5,152,15890000,88000,NA
McAllen,2003,6,177,19460000,95800,NA
McAllen,2003,7,171,21755000,101800,NA
McAllen,2003,8,178,20920000,87500,NA
McAllen,2003,9,160,16680000,88300,NA
McAllen,2003,10,136,15190000,90000,NA
McAllen,2003,11,120,13870000,92900,NA
McAllen,2003,12,151,18680000,96100,NA
McAllen,2004,1,138,13770000,86500,1540
McAllen,2004,2,148,16465000,88900,1535
McAllen,2004,3,170,18335000,92800,NA
McAllen,2004,4,201,20565000,80400,NA
McAllen,2004,5,170,20355000,102500,1622
McAllen,2004,6,196,23170000,99500,NA
McAllen,2004,7,193,22510000,95800,NA
McAllen,2004,8,183,20720000,93200,NA
McAllen,2004,9,163,20845000,111700,NA
McAllen,2004,10,162,19580000,101200,NA
McAllen,2004,11,147,19410000,101800,NA
McAllen,2004,12,174,21085000,94000,NA
McAllen,2005,1,154,15950000,90000,NA
McAllen,2005,2,151,17760000,94400,NA
McAllen,2005,3,177,22165000,107900,NA
McAllen,2005,4,170,19635000,90000,NA
McAllen,2005,5,205,23540000,106500,NA
McAllen,2005,6,224,28945000,102100,NA
McAllen,2005,7,196,25380000,100000,NA
McAllen,2005,8,214,27240000,105900,NA
McAllen,2005,9,187,22955000,97500,NA
McAllen,2005,10,218,27050000,100000,NA
McAllen,2005,11,254,30230000,97000,NA
McAllen,2005,12,184,23655000,110400,NA
McAllen,2006,1,148,16905000,103200,NA
McAllen,2006,2,150,20120000,110000,NA
McAllen,2006,3,227,27125000,102000,NA
McAllen,2006,4,208,26875000,110300,NA
McAllen,2006,5,184,24060000,110400,NA
McAllen,2006,6,261,34140000,107000,NA
McAllen,2006,7,216,27905000,109000,NA
McAllen,2006,8,258,36690000,118800,NA
McAllen,2006,9,217,31155000,116200,NA
McAllen,2006,10,248,33445000,110900,NA
McAllen,2006,11,212,28730000,118100,NA
McAllen,2006,12,201,25540000,103900,NA
McAllen,2007,1,170,22155000,107500,NA
McAllen,2007,2,167,21600000,110700,NA
McAllen,2007,3,231,28985000,102400,NA
McAllen,2007,4,208,25640000,96700,NA
McAllen,2007,5,231,29035000,106200,NA
McAllen,2007,6,161,22220000,123900,NA
McAllen,2007,7,176,24615000,123200,NA
McAllen,2007,8,207,29645000,124200,NA
McAllen,2007,9,184,23220000,99000,NA
McAllen,2007,10,202,27635000,117100,NA
McAllen,2007,11,163,22900000,114600,NA
McAllen,2007,12,186,24115000,106300,2573
McAllen,2008,1,184,22365000,100000,2769
